Site_Name,Latitude,Longitude,C14_date,Std_dev,Lab_Code,Material_Dated,Reference,cal_curve,Orginal_Compiler,Notes
SITIO ARQUEOLÓGICO PLAZAPAMPA,-8.942174013,-77.272974,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO POROCSO,-8.899337722,-77.25426786,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUCARRAGA O PUCAGAGA,-8.921352757,-77.24275029,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUKAYACU,-8.946079623,-77.31077507,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUYWASHJIRCA,-8.905275939,-77.21059498,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAHUALLIN I,-8.895154306,-77.18888421,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL QUILLAYJIRCA,-8.955477216,-77.28197393,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RUKU AMA,-8.898012038,-77.26123079,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL SHUMACPIRCA,-8.898484262,-77.21272646,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHUMACPIRCA PAÑAC,-8.932677254,-77.24436475,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL TINYAGUAYUNGA,-8.95733546,-77.26786861,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TURUNAJIRCA,-8.891513192,-77.21766525,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL UPAYMARCA,-8.869858189,-77.17745531,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WIGSOLUCMARCA,-8.912571596,-77.2360434,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WINTOG,-8.899251662,-77.2325541,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL CAMPANAJIRCA,-8.918860058,-77.26329499,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAMPANAYOQ,-8.897797618,-77.33980828,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CANASTARRAGA I,-8.897065535,-77.25932544,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CANASTARRAGA II,-8.897686079,-77.25834767,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAUCRO I,-8.890986403,-77.32193415,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAUCRO II,-8.892641684,-77.32317149,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAUCRO III,-8.894175592,-77.32358104,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAUCRO IV,-8.894562826,-77.32235657,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAUCRO IX,-8.904610834,-77.32271989,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAUCRO V,-8.893665348,-77.32134212,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAUCRO VI,-8.895470719,-77.32459801,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAUCRO VII,-8.894329706,-77.32495434,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAUCRO VIII,-8.902605098,-77.32260725,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAUCRO X,-8.905294802,-77.32318772,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASTILLO,-8.915291127,-77.32314182,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AMA I,-8.896638095,-77.25528744,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AMA II,-8.895804775,-77.25558227,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHONTAJIRCA I,-8.857152145,-77.35308138,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHONTAJIRCA II,-8.853034057,-77.34682147,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHUSPIN,-8.947385844,-77.27203373,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CRUZPAMPA,-8.89869257,-77.23535008,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUNCASH I,-8.887245491,-77.32470061,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUNCASH II,-8.886845661,-77.32794252,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUSHIPATA,-8.863169215,-77.35915361,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ESTRUCTURA CIRCULAR I,-8.904757188,-77.26378985,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ESTRUCTURA CIRCULAR II,-8.903557863,-77.2648186,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ESTRUCTURA FUNERARIA,-8.905661545,-77.26370453,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ESTRUCTURAS,-8.914362052,-77.26278556,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL GAGAMARCA,-8.929582041,-77.28647545,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GOTOSH DE PUMPA,-8.886229601,-77.18792232,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GOTUSH DE PAÑAC,-8.929296109,-77.24448949,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUANCASH,-8.880200924,-77.35271929,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUARACAYOC,-8.908937929,-77.32161114,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COLLOTA,-8.881499398,-77.33882328,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHAGAN,-8.904616422,-77.38186662,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORONAJIRCA O AMOÑICOJ,-8.914252228,-77.28663448,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CAMINO INCA COLLOTA - PUEBLO VIEJO,-8.881556277,-77.32973579,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PARAA,-8.959447607,-77.38048668,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JATUN HIRCA,-9.059865095,-77.32701862,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MITUPAMPA,-9.064817137,-77.33422445,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUQUIOCORRAL,-9.060601035,-77.32925099,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UMAUHUACO,-9.037520608,-77.3345575,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ACHCAS,-9.025130881,-77.33578691,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHUSQUILLO,-9.019529216,-77.33834187,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORRALPAMPA,-9.054747033,-77.33026797,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORRALPAMPA 1,-9.053820748,-77.3309621,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO HUERERAPAMPA,-9.014898615,-77.34026666,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JUNCAL,-8.960719956,-77.26718965,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL MARCAJIRCA,-8.986201758,-77.25937522,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MARIBAMBA I,-8.994649128,-77.26141856,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MARIBAMBA II,-8.994402361,-77.26333525,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL MONTENGA,-9.000674691,-77.30994797,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL SAN CRISTOBAL,-9.023724952,-77.2921204,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHICANTI,-9.029727128,-77.26578278,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL SOGO,-8.987419845,-77.31075478,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SOGOCUCHO,-8.993606698,-77.31286672,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAMBO REAL DE HUANCABAMBA,-9.021170487,-77.26682036,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO USHNUJIRCA,-9.032722115,-77.26671069,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO VICROCOCHA,-8.997334568,-77.291954,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YANACOCHA,-8.990546887,-77.31077461,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CRUZJIRCA I,-9.045464959,-77.27564633,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL CRUZJIRCA II,-8.972884744,-77.2673197,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ESCALERAYOC,-9.011104615,-77.29261352,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ICHICLLIULLAC I,-9.016491802,-77.28673804,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL ICHICLLIULLAC II,-9.019465235,-77.29111162,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INCA RUINDANDARAN,-9.05910569,-77.2475356,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INCARRAGA,-9.004737094,-77.30781918,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAMBO DE HUANCABAMBA,-9.014997281,-77.26682729,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUCHIHUACHANAN 1,-9.059185971,-77.24770886,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUCHIHUACHANAN 2,-9.045045224,-77.25875923,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HOTEL,-12.63730686,-74.76354769,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA ACHAMARCA,-13.49507403,-74.69241248,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA MANCHAYRIOCC,-13.45358367,-74.76357459,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JAYAPAPATA,-12.61775498,-74.68380032,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LATACORRAL,-12.58166122,-74.75840637,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLACTAPATA,-12.51469665,-74.73748383,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLUTUPUQUIO,-12.5854047,-74.72091422,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PALLACRUZ,-12.58199253,-74.74511212,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL PEDRO CANCHARI,-12.59866968,-74.72877179,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUCAQAQA,-12.5908282,-74.75559897,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PUMACHACA,-12.59574873,-74.75689247,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QAWINCHAPUCRO,-12.58728719,-74.75981891,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN CRISTOBAL,-12.62901351,-74.69168693,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TANCARQASA,-12.59173522,-74.72137692,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TANQARPATA,-12.60875261,-74.68746664,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAQERUMI,-12.59898658,-74.71185835,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TUPACANCHA,-12.61204982,-74.67697547,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WARIPATA,-12.59620664,-74.72546913,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YURACQAQA,-12.59948889,-74.73410175,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CEREGESHQA,-12.59342269,-74.76476643,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHALLWAPATA,-12.60016023,-74.71854129,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CONDORPATA,-12.61294053,-74.68073097,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORONILLA,-12.57741599,-74.70882598,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ESPECIAPATA,-12.62381413,-74.69985125,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GENTILMACHAY,-12.59187601,-74.71766648,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GENTILRUMI,-12.61852433,-74.67683845,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AUCCANCCA,-13.39137233,-74.84541287,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AYA ORCCO,-12.32400843,-74.81771863,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PARIACCACCA,-12.34991969,-74.79601143,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PICOYTAMBO,-12.55052799,-74.86337521,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UISOS,-12.35255914,-74.84992966,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLAQTA QOLLOY,-12.52449573,-74.79602245,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PALTAMACHAY,-12.61078024,-74.78030185,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAYAQAQA,-12.55401819,-74.79228025,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TELARMACHAY,-12.60403331,-74.77920274,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UCSA,-12.52013531,-74.79379847,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UPANE MOQO,-12.53100831,-74.81061574,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO VISCAS,-12.57941871,-74.79080527,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YANAQAQA,-12.5315408,-74.83656305,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHAMPACOCHA,-13.47014338,-74.78742321,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHICHA,-12.54642815,-74.80026715,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHIVOQAQA,-12.53108542,-74.84642143,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHONTAYLLA,-12.54516333,-74.82813183,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HATUN ORJO,-12.58404988,-74.78096906,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HOMO MOQO CRUZ PATA,-12.51103232,-74.79815911,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OSQO QASA Y CHULLPA DE QOÑAPATA,-13.53985423,-74.84115866,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PALCA,-13.57332586,-74.83661649,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ZAPOTAL,-5.594242253,-79.37962265,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YERMA O COMPLEJO ARQUEOLOGICO EDUARDO CASTRO ORELLANO,-5.920573607,-79.31976197,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA LA ESTACION,-5.889105,-79.33764654,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YERMA,-5.92050927,-79.31941899,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PAMPA GRANDE,-5.586349092,-79.46423568,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SUCCHURAN,-5.541182245,-79.47284583,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA EL TUTUMO DE HUABAL,-5.888366356,-79.34468339,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO LLAMANI,-14.38240867,-69.48741797,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA IMANTUNE,-14.42016556,-69.58312514,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SACHAPITE,-12.74886695,-74.90542555,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUEULLACOCHA,-12.33859889,-74.96112999,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLACCTAPATA,-12.61235678,-74.94400004,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CCACAAYOCC,-12.5612271,-74.94130466,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ESCALERA,-13.50086006,-74.93361659,NA,NA,NA,NA,SIGDA,,Sales,
MONUMENTO ARQUEOLÓGICO PREHISPÁNICO CHANKILCOCHA,-12.78420488,-74.98450259,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLAQTA QOLLOY,-12.52761711,-74.89230768,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RUMICHACA,-13.37660986,-74.93934918,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YUNKACCASA,-13.4178917,-74.95425703,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PUENTE PREHISPANICO DE RUMI CHACA,-13.37656462,-74.93926607,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RUNTUNI,-12.84221325,-75.12358361,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SOLDADOYOC,-12.80196832,-75.13260321,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUNCAYOCPATA,-12.27353067,-75.05367449,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLACTA CCOLLOY CANCHOCERCA,-12.55553939,-75.17374222,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ASTOMARCA O ASTOMARCA LLACTAJOLLOI,-12.58860005,-75.19961619,NA,NA,NA,NA,SIGDA,,Sales,
MONUMENTO ARQUEOLÓGICO PREHISPÁNICO PUNKUCHI,-12.45893784,-75.01937031,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ACCOMARCA,-12.45422285,-75.19109515,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHICLLAPATA,-12.25207914,-75.09173668,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLICAHUANI,-14.47109421,-72.27738345,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MACUNCUNAYOQ,-14.46651507,-72.26184774,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PAQCHAPATA,-14.46729641,-72.26689939,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUELLOASIRCA,-14.47273869,-72.26964155,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GENTILCHAYOQ,-14.46581853,-72.25633164,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUASIMARCA,-14.46145366,-72.26545068,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL WAT´A,-13.34852854,-72.24862092,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WAMANMARKA,-13.02064712,-72.49537579,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUISPIMARCA,-13.50348766,-72.29300057,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLULLUCHAQASA,-13.72153023,-72.20603726,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASACANCHA,-13.9531367,-72.18751946,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA ACCOCCASA,-14.1231475,-72.45212747,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA CHACA CRUZ,-14.07926232,-72.41075464,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA PACOPAMPA,-14.08965795,-72.41475603,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA PUKA ORCCO 1,-14.17003521,-72.49858467,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA PUKA ORCCO 2,-14.16555218,-72.49752273,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA SAURICAYA,-13.98690145,-72.34229904,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA SORA ORCCO 1,-14.14097383,-72.46258454,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA SORA ORCCO 2,-14.1330192,-72.45786821,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA SORA ORCCO 3,-14.12725701,-72.45630296,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLAULLIPATA,-13.85042327,-72.49109671,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CACASIQUI,-13.84893843,-72.50138514,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUENTAQUI COYLLORI,-13.84046923,-72.49480939,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RACAYPATA,-13.84571653,-72.48670916,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TIPIN,-13.81337285,-72.49371261,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TUARO,-13.73521126,-72.47289283,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO UTAPARO,-13.78656017,-72.46303304,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO LOS GENTILES,-5.257313592,-78.84811338,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PETROGLIFOS LA LIMA,-5.355748307,-78.94958854,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRIAHUASI COMPLEJO DE PIRIAMARCA,-5.65636425,-78.90207206,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO CERRO CANTARITOS,-5.428667365,-78.92199154,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CERRO CHIPLE,-6.047874985,-78.899347,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO HUACACURO,-5.31422251,-78.93561088,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO HUAYURCO,-5.262168479,-78.85605981,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO LA SHIPA,-5.423059093,-78.92635887,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CERRO SHIPAL,-5.02175135,-78.9462674,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO CERRO SILLARUME,-5.311959972,-78.89742149,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO COMPLEJO PICTOGRAFICO DE POTRERO,-5.023691704,-78.93088108,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA LA RUEDA COMPLEJO ARQUEOLOGICO DE PIRIAMARCA,-5.659232067,-78.88520406,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO LA LIMA SI 02,-5.355745315,-78.95409864,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO CHENTEN,-6.453572749,-78.94539277,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ESTRUCTURA EN MERCADO DE HUAMBOS,-6.453308854,-78.96071325,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LALUSH,-6.355669597,-78.84885551,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MACHAY DE CATACHE,-6.405006028,-78.85665606,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MACHAY MACHAYPU,-6.353957939,-78.85463642,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MISHA,-6.350645246,-78.85802044,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO BARISAL,-6.132281813,-78.91025485,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUIPICATUYO,-6.380150237,-78.85330777,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO VIZCACHA MACHAY,-6.188267272,-78.90759686,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ZAPALLO,-6.087790103,-78.95400487,NA,NA,NA,NA,SIGDA,,Sales,
